link_lote;primeiro_leilao_data;primeiro_leilao_valor;segundo_leilao_data;segundo_leilao_valor
https://amleiloeiro.com.br/lote/21441/ivw-jetta-hl-ad-20152015;08/01/2024;;;48800,00
https://amleiloeiro.com.br/lote/21442/toyotaetios-sd-x-15l-mt-20162017;08/01/2024;;;32000,00
https://amleiloeiro.com.br/lote/21443/peugeot207-escapade-20102010;08/01/2024;;;12000,00
https://amleiloeiro.com.br/lote/21444/gmprisma-joy-20102010;08/01/2024;;;9600,00
https://amleiloeiro.com.br/lote/21445/renaultclio-authentique-10-16-vs-20072007;08/01/2024;;;7200,00
https://amleiloeiro.com.br/lote/21446/vwgol-10-20072008;08/01/2024;;;7200,00
https://amleiloeiro.com.br/lote/21447/icitroen-c5-exclusive-20-20032004;08/01/2024;;;4000,00
https://amleiloeiro.com.br/lote/21448/peugeot206-16-feline-20042004;08/01/2024;;;3200,00
https://amleiloeiro.com.br/lote/21449/hondacg-150-fan-esdi-20112011;08/01/2024;;;4000,00
https://amleiloeiro.com.br/lote/21450/yamahafactor-ybr-125-k-20102010;08/01/2024;;;3200,00
https://amleiloeiro.com.br/lote/21451/sucata;08/01/2024;;;180,00
https://amleiloeiro.com.br/lote/21452/sucata;08/01/2024;;;160,00
https://amleiloeiro.com.br/lote/21453/sucata;08/01/2024;;;80,00
https://amleiloeiro.com.br/lote/21454/sucata;08/01/2024;;;7,20
https://amleiloeiro.com.br/lote/21456/suporte-para-cameras-ronin-mx;08/01/2024;;;2400,00
https://amleiloeiro.com.br/lote/21457/lote-unificado;08/01/2024;;;864,00
https://amleiloeiro.com.br/lote/21458/gravador-digital-zoom-h5-handy-recorder;08/01/2024;;;2240,00
https://amleiloeiro.com.br/lote/21459/lote-unificado;08/01/2024;;;971,20
https://amleiloeiro.com.br/lote/21460/lote-unificado;08/01/2024;;;416,00
https://amleiloeiro.com.br/lote/21414/ivw-jetta-hl-ad-20152015;28/12/2023;;;48800,00
https://amleiloeiro.com.br/lote/21415/toyotaetios-sd-x-15l-mt-20162017;28/12/2023;;;32000,00
https://amleiloeiro.com.br/lote/21416/peugeot207-escapade-20102010;28/12/2023;;;12000,00
https://amleiloeiro.com.br/lote/21418/gmprisma-joy-20102010;28/12/2023;;;9600,00
https://amleiloeiro.com.br/lote/21419/renaultclio-authentique-10-16-vs-20072007;28/12/2023;;;7200,00
https://amleiloeiro.com.br/lote/21420/vwgol-10-20072008;28/12/2023;;;7200,00
https://amleiloeiro.com.br/lote/21421/icitroen-c5-exclusive-20-20032004;28/12/2023;;;4000,00
https://amleiloeiro.com.br/lote/21422/peugeot206-16-feline-20042004;28/12/2023;;;3200,00
https://amleiloeiro.com.br/lote/21423/hondacg-150-fan-esdi-20112011;28/12/2023;;;4000,00
https://amleiloeiro.com.br/lote/21424/yamahafactor-ybr-125-k-20102010;28/12/2023;;;3200,00
https://amleiloeiro.com.br/lote/21425/sucata;28/12/2023;;;180,00
https://amleiloeiro.com.br/lote/21426/sucata;28/12/2023;;;160,00
https://amleiloeiro.com.br/lote/21427/sucata;28/12/2023;;;80,00
https://amleiloeiro.com.br/lote/21428/sucata;28/12/2023;;;7,20
https://amleiloeiro.com.br/lote/21430/suporte-para-cameras-ronin-mx;28/12/2023;;;2400,00
https://amleiloeiro.com.br/lote/21431/lote-unificado;28/12/2023;;;864,00
https://amleiloeiro.com.br/lote/21432/gravador-digital-zoom-h5-handy-recorder;28/12/2023;;;2240,00
https://amleiloeiro.com.br/lote/21433/lote-unificado;28/12/2023;;;971,20
https://amleiloeiro.com.br/lote/21435/lote-unificado;28/12/2023;;;416,00
https://amleiloeiro.com.br/lote/21357/ivw-jetta-hl-ad-20152015;18/12/2023;;;48800,00
https://amleiloeiro.com.br/lote/21359/toyotaetios-sd-x-15l-mt-20162017;18/12/2023;;;32000,00
https://amleiloeiro.com.br/lote/21361/peugeot207-escapade-20102010;18/12/2023;;;12000,00
https://amleiloeiro.com.br/lote/21362/peugeot207hb-xr-20102011;18/12/2023;;;10400,00
https://amleiloeiro.com.br/lote/21363/gmprisma-joy-20102010;18/12/2023;;;9600,00
https://amleiloeiro.com.br/lote/21365/renaultclio-authentique-10-16-vs-20072007;18/12/2023;;;7200,00
https://amleiloeiro.com.br/lote/21366/vwgol-10-20072008;18/12/2023;;;7200,00
https://amleiloeiro.com.br/lote/21367/icitroen-c5-exclusive-20-20032004;18/12/2023;;;4000,00
https://amleiloeiro.com.br/lote/21368/peugeot206-16-feline-20042004;18/12/2023;;;3200,00
https://amleiloeiro.com.br/lote/21372/hondacg-150-fan-esdi-20112011;18/12/2023;;;4000,00
https://amleiloeiro.com.br/lote/21373/yamahafactor-ybr-125-k-20102010;18/12/2023;;;3200,00
https://amleiloeiro.com.br/lote/21382/sucata;18/12/2023;;;180,00
https://amleiloeiro.com.br/lote/21383/sucata;18/12/2023;;;160,00
https://amleiloeiro.com.br/lote/21386/sucata;18/12/2023;;;80,00
https://amleiloeiro.com.br/lote/21387/sucata;18/12/2023;;;7,20
https://amleiloeiro.com.br/lote/21283/casa-com-piscina-nereidas;24/11/2023;929551,93;11/12/2023;464775,97
https://amleiloeiro.com.br/lote/21287/parte-ideal-de-fazenda;24/11/2023;254594,25;11/12/2023;127297,12
https://amleiloeiro.com.br/lote/21288/casa;24/11/2023;42359,66;11/12/2023;21179,83
https://amleiloeiro.com.br/lote/21289/predio-comercial;24/11/2023;52949,57;11/12/2023;26474,78
https://amleiloeiro.com.br/lote/21290/terreno;24/11/2023;188994,85;11/12/2023;94497,43
https://amleiloeiro.com.br/lote/21284/casa;24/11/2023;125734,71;11/12/2023;62867,36
https://amleiloeiro.com.br/lote/21291/terreno;24/11/2023;27446,32;11/12/2023;13723,16
https://amleiloeiro.com.br/lote/21285/terreno;24/11/2023;15688,20;11/12/2023;7844,10
https://amleiloeiro.com.br/lote/21293/chevroletclassic-ls-20112011;24/11/2023;19000,00;11/12/2023;9500,00
https://amleiloeiro.com.br/lote/21292/fordversailles-20-ghia-19921992;24/11/2023;9352,00;11/12/2023;4676,00
https://amleiloeiro.com.br/lote/21275/caminhao-vw24250-clc-6x2-20082008;27/11/2023;180000,00;07/12/2023;108000,00
https://amleiloeiro.com.br/lote/21276/renaultsandero-expression-10-20142015;27/11/2023;30000,00;07/12/2023;18000,00
https://amleiloeiro.com.br/lote/21249/jaguarf-pace-20-td-prestige;27/11/2023;210000,00;07/12/2023;168000,00
https://amleiloeiro.com.br/lote/21235/iaudi-a3-lm-180-cv-20142015;27/11/2023;85000,00;07/12/2023;42500,00
https://amleiloeiro.com.br/lote/21236/hondacg-125-cargo-es-20092009;27/11/2023;4000,00;07/12/2023;2000,00
https://amleiloeiro.com.br/lote/21256/hondahr-v-exl-cvt-20192019;27/11/2023;79000,00;07/12/2023;63200,00
https://amleiloeiro.com.br/lote/21247/ivw-jetta-hl-ad-20152015;27/11/2023;61000,00;07/12/2023;48800,00
https://amleiloeiro.com.br/lote/21263/ijeep-gran-cherokee-lrd-36-l-20102011;27/11/2023;40000,00;07/12/2023;32000,00
https://amleiloeiro.com.br/lote/21277/toyotaetios-sd-x-15l-mt-20162017;27/11/2023;40000,00;07/12/2023;32000,00
https://amleiloeiro.com.br/lote/21259/imercedes-benz-c-180-k-20102010;27/11/2023;28000,00;07/12/2023;22400,00
https://amleiloeiro.com.br/lote/21243/peugeot207-escapade-20102010;27/11/2023;15000,00;07/12/2023;12000,00
https://amleiloeiro.com.br/lote/21265/peugeot207hb-xr-20102011;27/11/2023;13000,00;07/12/2023;10400,00
https://amleiloeiro.com.br/lote/21257/gmprisma-joy-20102010;27/11/2023;12000,00;07/12/2023;9600,00
https://amleiloeiro.com.br/lote/21246/fordfiesta-sedan-16-flex;27/11/2023;10000,00;07/12/2023;8000,00
https://amleiloeiro.com.br/lote/21242/renaultclio-authentique-10-16-vs-20072007;27/11/2023;9000,00;07/12/2023;7200,00
https://amleiloeiro.com.br/lote/21244/vwgol-10-20072008;27/11/2023;9000,00;07/12/2023;7200,00
https://amleiloeiro.com.br/lote/21261/icitroen-c5-exclusive-20-20032004;27/11/2023;5000,00;07/12/2023;4000,00
https://amleiloeiro.com.br/lote/21220/fiatpunto-elx-14-20102010;17/11/2023;24000,00;01/12/2023;12000,00
https://amleiloeiro.com.br/lote/21221/iford-focus-20l-fc-20082008;17/11/2023;14230,30;01/12/2023;7115,15
https://amleiloeiro.com.br/lote/21278/apartamento;24/11/2023;328373,77;01/12/2023;164186,89
https://amleiloeiro.com.br/lote/21279/tapetes-higienicos-para-caes;24/11/2023;78000,00;01/12/2023;39000,00
https://amleiloeiro.com.br/lote/21223/immc-asx-20-20122013;16/11/2023;;;41040,00
https://amleiloeiro.com.br/lote/21224/renaultsandero-exp-16-20112011;16/11/2023;;;16800,00
https://amleiloeiro.com.br/lote/21225/vwgol-10-20102011;16/11/2023;;;12000,00
https://amleiloeiro.com.br/lote/21226/fiatpalio-fire-20022003;16/11/2023;;;5200,00
https://amleiloeiro.com.br/lote/21214/sucata;27/10/2023;30000,00;06/11/2023;24000,00
https://amleiloeiro.com.br/lote/21216/immc-asx-20-20122013;06/11/2023;;;41040,00
https://amleiloeiro.com.br/lote/21217/renaultsandero-exp-16-20112011;06/11/2023;;;16800,00
https://amleiloeiro.com.br/lote/21218/vwgol-10-20102011;06/11/2023;;;12000,00
https://amleiloeiro.com.br/lote/21219/fiatpalio-fire-20022003;06/11/2023;;;5200,00
https://amleiloeiro.com.br/lote/21154/carretinha-20002000;20/10/2023;7000,00;27/10/2023;3500,00
https://amleiloeiro.com.br/lote/21155/carretinha-20022002;20/10/2023;6000,00;27/10/2023;3000,00
https://amleiloeiro.com.br/lote/21204/immc-asx-20-20122013;26/10/2023;;;41040,00
https://amleiloeiro.com.br/lote/21205/renaultsandero-exp-16-20112011;26/10/2023;;;16800,00
https://amleiloeiro.com.br/lote/21206/vwgol-10-20102011;26/10/2023;;;12000,00
https://amleiloeiro.com.br/lote/21207/fiatpalio-fire-20022003;26/10/2023;;;5200,00
https://amleiloeiro.com.br/lote/21144/immc-asx-20-20122013;06/10/2023;51300,00;16/10/2023;41040,00
https://amleiloeiro.com.br/lote/21147/renaultsandero-exp-16-20112011;06/10/2023;21000,00;16/10/2023;16800,00
https://amleiloeiro.com.br/lote/21149/vwgol-10-20102011;06/10/2023;15000,00;16/10/2023;12000,00
https://amleiloeiro.com.br/lote/21145/fiatpalio-fire-20022003;06/10/2023;6500,00;16/10/2023;5200,00
https://amleiloeiro.com.br/lote/21151/imercedes-benz-b-200-t-20072007;06/10/2023;5000,00;16/10/2023;4000,00
https://amleiloeiro.com.br/lote/21146/sucata;06/10/2023;1000,00;16/10/2023;800,00
https://amleiloeiro.com.br/lote/21148/sucata;06/10/2023;600,00;16/10/2023;480,00
https://amleiloeiro.com.br/lote/21143/sucata;06/10/2023;150,00;16/10/2023;120,00
https://amleiloeiro.com.br/lote/21150/513-gramas-de-esmeraldas;06/10/2023;513,00;16/10/2023;410,40
https://amleiloeiro.com.br/lote/21142/oculos-de-sol;06/10/2023;220,00;16/10/2023;176,00
https://amleiloeiro.com.br/lote/21181/jaguarf-pace-20-td-prestige-20182019;16/10/2023;;;204000,00
https://amleiloeiro.com.br/lote/21182/hondahr-v-exl-cvt-20192019;16/10/2023;;;79200,00
https://amleiloeiro.com.br/lote/21183/ijeep-gran-cherokee-lrd-36-l-20102011;16/10/2023;;;40000,00
https://amleiloeiro.com.br/lote/21184/imercedes-benz-c-180-k-20102010;16/10/2023;;;28000,00
https://amleiloeiro.com.br/lote/21185/peugeot207hb-xr-20102011;16/10/2023;;;12800,00
https://amleiloeiro.com.br/lote/21186/gmprisma-joy-20102010;16/10/2023;;;12800,00
https://amleiloeiro.com.br/lote/21187/peugeot206-16-feline-20042004;16/10/2023;;;4000,00
https://amleiloeiro.com.br/lote/21188/impford-escort-gl-16v-f-20022002;16/10/2023;;;2400,00
https://amleiloeiro.com.br/lote/21190/yamahafactor-ybr-125-k-20102010;16/10/2023;;;4000,00
https://amleiloeiro.com.br/lote/21192/suporte-para-cameras-ronin-mx;16/10/2023;;;4000,00
https://amleiloeiro.com.br/lote/21193/lote-unificado;16/10/2023;;;1184,00
https://amleiloeiro.com.br/lote/21194/gravador-digital-zoom-h5-handy-recorder;16/10/2023;;;2800,00
https://amleiloeiro.com.br/lote/21195/lote-unificado;16/10/2023;;;1312,00
https://amleiloeiro.com.br/lote/21196/lote-unificado;16/10/2023;;;1116,00
https://amleiloeiro.com.br/lote/21198/lote-unificado;16/10/2023;;;520,00
https://amleiloeiro.com.br/lote/21200/caneta-montblanc;16/10/2023;;;1568,00
https://amleiloeiro.com.br/lote/21201/relogios;16/10/2023;;;495,20
https://amleiloeiro.com.br/lote/21202/relogios;16/10/2023;;;664,00
https://amleiloeiro.com.br/lote/21203/diversos;16/10/2023;;;96,00
https://amleiloeiro.com.br/lote/21086/terreno;;;;
https://amleiloeiro.com.br/lote/21085/terreno;;;;
https://amleiloeiro.com.br/lote/21084/terreno;;;;
https://amleiloeiro.com.br/lote/21088/sobrado-a-beira-mar;28/09/2023;346676,24;09/10/2023;173338,12
https://amleiloeiro.com.br/lote/21157/jaguarf-pace-20-td-prestige-20182019;04/10/2023;;;204000,00
https://amleiloeiro.com.br/lote/21158/hondahr-v-exl-cvt-20192019;04/10/2023;;;79200,00
https://amleiloeiro.com.br/lote/21159/ijeep-gran-cherokee-lrd-36-l-20102011;04/10/2023;;;40000,00
https://amleiloeiro.com.br/lote/21160/imercedes-benz-c-180-k-20102010;04/10/2023;;;28000,00
https://amleiloeiro.com.br/lote/21161/peugeot207hb-xr-20102011;04/10/2023;;;12800,00
https://amleiloeiro.com.br/lote/21162/gmprisma-joy-20102010;04/10/2023;;;12800,00
https://amleiloeiro.com.br/lote/21164/peugeot206-16-feline-20042004;04/10/2023;;;4000,00
https://amleiloeiro.com.br/lote/21165/impford-escort-gl-16v-f-20022002;04/10/2023;;;2400,00
https://amleiloeiro.com.br/lote/21166/fordka-19971998;04/10/2023;;;1500,00
https://amleiloeiro.com.br/lote/21167/yamahafactor-ybr-125-k-20102010;04/10/2023;;;4000,00
https://amleiloeiro.com.br/lote/21169/suporte-para-cameras-ronin-mx;04/10/2023;;;4000,00
https://amleiloeiro.com.br/lote/21170/lote-unificado;04/10/2023;;;1184,00
https://amleiloeiro.com.br/lote/21171/gravador-digital-zoom-h5-handy-recorder;04/10/2023;;;2800,00
https://amleiloeiro.com.br/lote/21172/lote-unificado;04/10/2023;;;1312,00
https://amleiloeiro.com.br/lote/21173/lote-unificado;04/10/2023;;;1116,00
https://amleiloeiro.com.br/lote/21174/cadeira-gamer;04/10/2023;;;240,00
https://amleiloeiro.com.br/lote/21175/lote-unificado;04/10/2023;;;520,00
https://amleiloeiro.com.br/lote/21177/caneta-montblanc;04/10/2023;;;1568,00
https://amleiloeiro.com.br/lote/21178/relogios;04/10/2023;;;495,20
https://amleiloeiro.com.br/lote/21179/relogios;04/10/2023;;;664,00
https://amleiloeiro.com.br/lote/21180/diversos;04/10/2023;;;96,00
https://amleiloeiro.com.br/lote/21090/jaguarf-pace-20-td-prestige-20182019;25/09/2023;;;204000,00
https://amleiloeiro.com.br/lote/21091/hondahr-v-exl-cvt-20192019;25/09/2023;;;79200,00
https://amleiloeiro.com.br/lote/21092/ijeep-gran-cherokee-lrd-36-l-20102011;25/09/2023;;;40000,00
https://amleiloeiro.com.br/lote/21093/imercedes-benz-c-180-k-20102010;25/09/2023;;;28000,00
https://amleiloeiro.com.br/lote/21095/peugeot207hb-xr-20102011;25/09/2023;;;12800,00
https://amleiloeiro.com.br/lote/21096/gmprisma-joy-20102010;25/09/2023;;;12800,00
https://amleiloeiro.com.br/lote/21097/renaultsandero-authentique-10-16v-20112011;25/09/2023;;;9600,00
https://amleiloeiro.com.br/lote/21099/peugeot206-16-feline-20042004;25/09/2023;;;4000,00
https://amleiloeiro.com.br/lote/21100/impford-escort-gl-16v-f-20022002;25/09/2023;;;2400,00
https://amleiloeiro.com.br/lote/21101/fordka-19971998;25/09/2023;;;1500,00
https://amleiloeiro.com.br/lote/21103/yamahafactor-ybr-125-k-20102010;25/09/2023;;;4000,00
https://amleiloeiro.com.br/lote/21118/suporte-para-cameras-ronin-mx;25/09/2023;;;4000,00
https://amleiloeiro.com.br/lote/21119/lote-unificado;25/09/2023;;;1184,00
https://amleiloeiro.com.br/lote/21120/gravador-digital-zoom-h5-handy-recorder;25/09/2023;;;2800,00
https://amleiloeiro.com.br/lote/21124/lote-unificado;25/09/2023;;;1312,00
https://amleiloeiro.com.br/lote/21125/lote-unificado;25/09/2023;;;1116,00
https://amleiloeiro.com.br/lote/21128/cadeira-gamer;25/09/2023;;;240,00
https://amleiloeiro.com.br/lote/21132/lote-unificado;25/09/2023;;;520,00
https://amleiloeiro.com.br/lote/21134/caneta-montblanc;25/09/2023;;;1568,00
https://amleiloeiro.com.br/lote/21137/relogios;25/09/2023;;;495,20
https://amleiloeiro.com.br/lote/21138/relogios;25/09/2023;;;664,00
https://amleiloeiro.com.br/lote/21141/diversos;25/09/2023;;;96,00
https://amleiloeiro.com.br/lote/21022/fiatpunto-elx-14-20102010;05/09/2023;24000,00;19/09/2023;12000,00
https://amleiloeiro.com.br/lote/21023/pes-de-morango;05/09/2023;1015,00;19/09/2023;507,50
https://amleiloeiro.com.br/lote/21020/casa-de-esquina;05/09/2023;529285,77;19/09/2023;423428,62
https://amleiloeiro.com.br/lote/21083/sobrado;01/09/2023;395067,46;15/09/2023;237040,48
https://amleiloeiro.com.br/lote/21028/terreno;01/09/2023;156152,34;15/09/2023;78076,17
https://amleiloeiro.com.br/lote/21025/terreno;01/09/2023;46712,50;15/09/2023;23356,25
https://amleiloeiro.com.br/lote/21027/chevroletclassic-ls-20112012;01/09/2023;19000,00;15/09/2023;9500,00
https://amleiloeiro.com.br/lote/21026/fordversailles-20-ghia-1992-1992;01/09/2023;7500,00;15/09/2023;3750,00
https://amleiloeiro.com.br/lote/21054/jaguarf-pace-20-td-prestige-20182019;04/09/2023;255000,00;14/09/2023;204000,00
https://amleiloeiro.com.br/lote/21047/hondahr-v-exl-cvt-20192019;04/09/2023;99000,00;14/09/2023;79200,00
https://amleiloeiro.com.br/lote/21056/ijeep-gran-cherokee-lrd-36-l-20102011;04/09/2023;50000,00;14/09/2023;40000,00
https://amleiloeiro.com.br/lote/21074/imercedes-benz-c-180-k-20102010;04/09/2023;35000,00;14/09/2023;28000,00
https://amleiloeiro.com.br/lote/21055/vwnovo-voyage-16-city-20132014;04/09/2023;28000,00;14/09/2023;14000,00
https://amleiloeiro.com.br/lote/21048/peugeot207hb-xr-20102011;04/09/2023;16000,00;14/09/2023;12800,00
https://amleiloeiro.com.br/lote/21071/gmprisma-joy-20102010;04/09/2023;16000,00;14/09/2023;12800,00
https://amleiloeiro.com.br/lote/21072/renaultsandero-authentique-10-16v-20112011;04/09/2023;12000,00;14/09/2023;9600,00
https://amleiloeiro.com.br/lote/21079/fiatpalio-fire-economy-20112012;04/09/2023;9000,00;14/09/2023;7200,00
https://amleiloeiro.com.br/lote/21070/peugeot206-16-feline-20042004;04/09/2023;5000,00;14/09/2023;4000,00
https://amleiloeiro.com.br/lote/21073/impford-escort-gl-16v-f-20022002;04/09/2023;3000,00;14/09/2023;2400,00
https://amleiloeiro.com.br/lote/21081/fordka-19971998;04/09/2023;2500,00;14/09/2023;1500,00
https://amleiloeiro.com.br/lote/21051/fordka-gl-20022003;04/09/2023;2000,00;14/09/2023;1000,00
https://amleiloeiro.com.br/lote/21049/yamahafactor-ybr-125-k-20102010;04/09/2023;5000,00;14/09/2023;4000,00
https://amleiloeiro.com.br/lote/21046/hondacg-125-fan-ks-20102010;04/09/2023;3500,00;14/09/2023;2800,00
https://amleiloeiro.com.br/lote/21000/propriedade-rural;;;;
https://amleiloeiro.com.br/lote/21002/propriedade-rural;;;;
https://amleiloeiro.com.br/lote/20967/sobrado;01/08/2023;395067,46;15/08/2023;237040,48
https://amleiloeiro.com.br/lote/21016/vwgol-10-20102011;14/08/2023;;;15200,00
https://amleiloeiro.com.br/lote/21017/fiatpalio-fire-20022003;14/08/2023;;;6400,00
https://amleiloeiro.com.br/lote/21018/sucata;14/08/2023;;;160,00
https://amleiloeiro.com.br/lote/21019/sucata;14/08/2023;;;120,00
https://amleiloeiro.com.br/lote/21012/vwgol-10-20102011;04/08/2023;;;15200,00
https://amleiloeiro.com.br/lote/21013/fiatpalio-fire-20022003;04/08/2023;;;6400,00
https://amleiloeiro.com.br/lote/21014/sucata;04/08/2023;;;160,00
https://amleiloeiro.com.br/lote/21015/sucata;04/08/2023;;;120,00
https://amleiloeiro.com.br/lote/20965/sucata;21/07/2023;2000,00;01/08/2023;1600,00
https://amleiloeiro.com.br/lote/21005/vwgol-10-20102011;24/07/2023;;;15200,00
https://amleiloeiro.com.br/lote/21007/fiatpalio-fire-20022003;24/07/2023;;;6400,00
https://amleiloeiro.com.br/lote/21010/sucata;24/07/2023;;;160,00
https://amleiloeiro.com.br/lote/21011/sucata;24/07/2023;;;120,00
https://amleiloeiro.com.br/lote/20876/predio-residencial;03/07/2023;673160,50;17/07/2023;336580,25
https://amleiloeiro.com.br/lote/20926/vwgolf-16-sportline-20082008;04/07/2023;34000,00;14/07/2023;17000,00
https://amleiloeiro.com.br/lote/20928/vwgol-10-20102011;04/07/2023;19000,00;14/07/2023;15200,00
https://amleiloeiro.com.br/lote/20931/fiatuno-vivace-10-20152015;04/07/2023;16000,00;14/07/2023;12800,00
https://amleiloeiro.com.br/lote/20930/fiatpalio-fire-20022003;04/07/2023;8000,00;14/07/2023;6400,00
https://amleiloeiro.com.br/lote/20929/hondacg-125-i-fan-20182018;04/07/2023;6000,00;14/07/2023;4800,00
https://amleiloeiro.com.br/lote/20927/sucata;04/07/2023;300,00;14/07/2023;240,00
https://amleiloeiro.com.br/lote/20924/sucata;04/07/2023;200,00;14/07/2023;160,00
https://amleiloeiro.com.br/lote/20925/sucata;04/07/2023;150,00;14/07/2023;120,00
https://amleiloeiro.com.br/lote/20969/jaguarf-pace-20-td-prestige-20182019;12/07/2023;;;216000,00
https://amleiloeiro.com.br/lote/20970/immc-asx-20-20122013;12/07/2023;;;45600,00
https://amleiloeiro.com.br/lote/20971/vwnovo-voyage-16-city-20132014;12/07/2023;;;24800,00
